"","sentence","polarity","source","stanford_sentiment_value","stanford_sentiment"
"1066","One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2348","Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!","1","dataset/yelp_labelled.txt","3","Positive"
"396","Better than you'd expect.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"391","Exactly what I wanted.","1","dataset/amazon_cells_labelled.txt","2","Neutral"
"379","Clear Skype Calls, Long Battery Life, Long Range.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"373","Battery life is also great!","1","dataset/amazon_cells_labelled.txt","3","Positive"
"196","Light weight, I hardly notice it is there.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2542","We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).","0","dataset/yelp_labelled.txt","1","Negative"
"1708","The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ","0","dataset/imdb_labelled.txt","1","Negative"
"1666","Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1449","My 8/10 score is mostly for the plot.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"13","If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2422","On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.","0","dataset/yelp_labelled.txt","2","Neutral"
"2091","In summary, this was a largely disappointing dining experience.","0","dataset/yelp_labelled.txt","1","Negative"
"1783","I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2504","The ambiance was incredible.","1","dataset/yelp_labelled.txt","3","Positive"
"403","Excellent product for the price.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2234","Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.","0","dataset/yelp_labelled.txt","1","Negative"
"216","I would highly recommend this.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"435","But it does get better reception and clarity than any phone I've had before.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"876","This is by far the worst purchase I've made on Amazon.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1658","Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2606","The food is good.","1","dataset/yelp_labelled.txt","3","Positive"
"2342","Of all the dishes, the salmon was the best, but all were great.","1","dataset/yelp_labelled.txt","3","Positive"
"2263","The restaurant atmosphere was exquisite.","1","dataset/yelp_labelled.txt","3","Positive"
"779","This is a great deal.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2794","The classic Maine Lobster Roll was fantastic.","1","dataset/yelp_labelled.txt","3","Positive"
"2194","I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.","1","dataset/yelp_labelled.txt","1","Negative"
"1776","You won't forget this movie!  ","1","dataset/imdb_labelled.txt","1","Negative"
"1604","What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ","0","dataset/imdb_labelled.txt","1","Negative"
"629","Case was more or less an extra that I originally put on but later discarded because it scratched my ear.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2331","The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.","0","dataset/yelp_labelled.txt","1","Negative"
"2684","Very good food, great atmosphere.1","1","dataset/yelp_labelled.txt","3","Positive"
"896","It was quite comfortable in the ear.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1358","I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1469","I knew when I saw the film that more great things were to come from this gifted actor.  ","1","dataset/imdb_labelled.txt","3","Positive"
"366","awesome device.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2297","Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.","0","dataset/yelp_labelled.txt","1","Negative"
"2005","The selection on the menu was great and so were the prices.","1","dataset/yelp_labelled.txt","3","Positive"
"557","Great product for the price!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"803","Great price, too!","1","dataset/amazon_cells_labelled.txt","1","Negative"
"526","REALLY UGLY.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"514","I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"238","Authentic leather with nice shine and comfort .I recommend you this case !!","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"372","Display is excellent and camera is as good as any from that year.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"1519","The casting is also horrible, cause all you see is a really really BAD Actors, period.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2407","I'll definitely be in soon again.","1","dataset/yelp_labelled.txt","3","Positive"
"2178","The atmosphere is modern and hip, while maintaining a touch of coziness.","1","dataset/yelp_labelled.txt","3","Positive"
"91","For a product that costs as much as this one does, I expect it to work far better and with greater ease than this thing does.","0","dataset/amazon_cells_labelled.txt","3","Positive"
"2785","The chains, which I'm no fan of, beat this place easily.","0","dataset/yelp_labelled.txt","1","Negative"
"813","Battery charge-life is quite long.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"438","Awsome Device Works Great!!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"164","Works like a charm; it work the same as the one I got with the phone.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2540","The steak and the shrimp are in my opinion the best entrees at GC.","1","dataset/yelp_labelled.txt","3","Positive"
"1555","It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2555","However, my recent experience at this particular location was not so good.","0","dataset/yelp_labelled.txt","2","Neutral"
"2867","This place is awesome if you want something light and healthy during the summer.","1","dataset/yelp_labelled.txt","3","Positive"
"2355","It was delicious!!!","1","dataset/yelp_labelled.txt","3","Positive"
"160","W810i is just SUPERB.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"912","So I bought about 10 of these and saved alot of money.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"364","bad fit, way too big.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1456","You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  ","0","dataset/imdb_labelled.txt","1","Negative"
"143","I was not happy with this item.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2828","For that price I can think of a few place I would have much rather gone.","0","dataset/yelp_labelled.txt","1","Negative"
"417","An Awesome New Look For Fall 2000!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1514","This is probably the most irritating show I have ever seen in my entire life.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2382","They have great dinners.","1","dataset/yelp_labelled.txt","3","Positive"
"1884","This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1780","None of them are engaging or exciting.  ","0","dataset/imdb_labelled.txt","3","Positive"
"1118","Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ","0","dataset/imdb_labelled.txt","1","Negative"
"388","The best phone in market :).","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2915","I'm not impressed with the concept or the food.","0","dataset/yelp_labelled.txt","1","Negative"
"2026","That's right....the red velvet cake.....ohhh this stuff is so good.","1","dataset/yelp_labelled.txt","3","Positive"
"615","the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2887","The service was extremely slow.","0","dataset/yelp_labelled.txt","1","Negative"
"354","Their network coverage in Los Angeles is horrible.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"2470","This was my first and only Vegas buffet and it did not disappoint.","1","dataset/yelp_labelled.txt","1","Negative"
"241","Big Disappointment with calendar sync.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"925","Works good.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"888","Best headset ever!!!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1385","They could be used as exemplars for any set designer.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2356","On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.","1","dataset/yelp_labelled.txt","4","Verypositive"
"1792","This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ","1","dataset/imdb_labelled.txt","1","Negative"
"75","This is a beautiful phone.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"418","This is the first phone I've had that has been so cheaply made.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2029","Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.","0","dataset/yelp_labelled.txt","1","Negative"
"2337","First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!","0","dataset/yelp_labelled.txt","1","Negative"
"1663","However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"1006","The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1203","John Wayne did an incredible job for being so young in the movie industry.  ","1","dataset/imdb_labelled.txt","3","Positive"
"2340","There is nothing authentic about this place.","0","dataset/yelp_labelled.txt","1","Negative"
"1894","The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ","0","dataset/imdb_labelled.txt","1","Negative"
"985","Adapter does not provide enough charging current.","0","dataset/amazon_cells_labelled.txt","1","Negative"
